1	http://09spravki.ru/requisites.php
10	http://3pu.info/seo-tools/domains
1006	http://www.priroda.su/item/820
1007	http://www.prisnilos.su/znaki_zodiaka/strelets.html
1009	http://www.prohotel.ru/hotel-108042/0/
1010	http://www.proilim.ru/
1010	http://www.proilim.ru/e_plugins/forum/forum_viewtopic.php?2523.50
1010	http://www.proilim.ru/e_plugins/rss_menu/rss.php?8.3.2523.10
1010	http://www.proilim.ru/e_plugins/yellowpages/yellowpages.php?catview.112
1027	http://www.reklama-online.ru/gor.php?gor=277
103	http://cruiselinejob.ru/forum/3-178-3
1034	http://www.ru.all.biz/guide/hotels/?id=170
1035	http://www.rucomedy.com/
1035	http://www.rucomedy.com/comedy-club/smotrite-kto-prishel.htm
1035	http://www.rucomedy.com/comedy-club/vypuski
1035	http://www.rucomedy.com/resident/aleksandr-revva
1035	http://www.rucomedy.com/resident/garik-xarlamov
1035	http://www.rucomedy.com/resident/pushnoi
1036	http://www.rudata.ru/wiki/%D0%91%D1%8B%D0%BB%D0%B8%D0%BD%D0%B0
1037	http://www.rukikryki.ru/bumaga/raznoe-bumaga/1883-podelki-iz-cvetnoy-bumagi-buket-iz-bumazhnyh-cvetov.html
1038	http://www.runshoot.ru/statistics_shooting_accuracy_man.html
104	http://cs.dshost.ru/pstats/player.php?id=5651&ps_sess_id=a093d9b62df0876f030b566d0fd1c30f
1043	http://www.salebook.ru/?cd=1912
1044	http://www.securitylab.ru/forum/forum18/topic45791/
1048	http://www.shansonprofi.ru/archiv/lyrics/leps/p1/leps_angel_zavtrashnego_dnya.html
1048	http://www.shansonprofi.ru/person/leps/lyrics/leps_angel_zavtrashnego_dnya.html
1050	http://www.sites.google.com/
1052	http://www.slovopedia.com/3/193/775206.html
1052	http://www.slovopedia.com/3/193/775212.html
1054	http://www.smo3.info/humour/Mihail-GALUSTJaN-KVN-Utomlennye-solncem-i-Nasha-Russia-zavjol-psa-redkoi-porody
1060	http://www.sonnik-online.net/znaki_zodiaka/strelets.html
1060	http://www.sonnik-online.net/znaki_zodiaka/strelets_mujchina.html
1064	http://www.spr.ru/
107	http://daz.su/nash-otvet/kultura/11/index.aspx
107	http://daz.su/nash-otvet/kultura/8/index.aspx
