402111	http://24-job.com/board/job_australia/232-1-2-0-0-0-11-3	0.07
402111	http://24-job.com/board/job_australia/232-1-2-0-0-0-17-3	0.07
402111	http://802351.info/5964-v-avstralii.html	0.0
402111	http://auscommunity.com/blog/jobs/	0.0
402111	http://auscommunity.com/tag/%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%20%D0%B2%20%D0%90%D0%92%D1%81%D1%82%D1%80%D0%B0%D0%BB%D0%B8%D0%B8/	0.0
402111	http://auscommunity.com/tag/%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%20%D0%B2%20%D0%90%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%BB%D0%B8%D0%B8/	0.0
402111	http://australia-ru.com/forum/index.php?showtopic=4467	0.0
402111	http://australia.hh.ru/	0.07
402111	http://australianvisa.ru/?page_id=645	0.07
402111	http://australiawedding.ru/svadebnyj-fotograf.html	0.0
402111	http://cruiselinejob.ru/forum/3-178-3	0.0
402111	http://digittop.com/digifoto/117-sovremennye-zarubezhnye-fotografy-poliksena-papapetrou.html	0.0
402111	http://forum.awd.ru/viewtopic.php?f=76&t=160801&p=2891996	0.0
402111	http://forum.awd.ru/viewtopic.php?t=160801&p=2917312	0.07
402111	http://ifamous.me/blog/fotografii/7112.html	0.0
402111	http://imjuli-au.livejournal.com/	0.07
402111	http://imjuli-au.livejournal.com/tag/%D1%84%D0%BE%D1%82%D0%BE	0.14
402111	http://immiau.ru/chance/	0.0
402111	http://jooble.com.ua/search-vacancy-ukraina/ctg-all/kw-zE2zF0zE0zF7zE8z20zE4zEBzFFz20zF0zE0zE1zEEzF2zFBz20zE2z20zE0zEDzE3zEBzE8zE8z20zEAzE0zEDzE0zE4zE5z20zFDzECzE8zF0zE0zF2zE0zF5z20zF1zF8zE0z20zE8z20zE0zE2zF1zF2zF0zE0zEBzE8zE8	0.0
402111	http://manofart.ru/cvadebnyj-fotograf-jerry-ghionis-avstraliya/	0.0
402111	http://phototalents.ru/lyudi/letnie-foto-devushek-ot-nirrimi-faerbrejs.html	0.0
402111	http://rabota.yandex.ru/search.xml/?job_industry=123&rid=39&text=%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84	0.0
402111	http://rabota.yandex.ru/search.xml/?job_industry=123&text=%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84&rid=39	0.0
402111	http://rabotatam.ru/forum/21-avstralija/	0.07
402111	http://ru-ru.facebook.com/photographer.in.australia	0.0
402111	http://ru-ru.facebook.com/photographer.in.australia?filter=1	0.0
402111	http://ru.wikipedia.org/wiki/%D0%96%D0%B4%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87_(%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84)	0.0
402111	http://shirpotreba.net/katalog.php?id=854	0.0
402111	http://subscribe.ru/group/klub-sdelaj-sam/2976705/	0.0
402111	http://tropicpic.ru/	0.0
402111	http://tropicpic.ru/australia	0.0
402111	http://vk.com/olsign	0.0
402111	http://wedgo.ru/country/13/avstraliya.html	0.0
402111	http://wedmen.ru/cat/photo/photo-avstraliya/?r_sortby=highest_rated	0.0
